content,polar
  韩寒方 舟子 之 争 人 家 说 相 由 心 生   这个 人 长 得 像 坏人   那 他 肯定 是 坏人   长 得 像 精神病   就 是 方舟子,-1
  韩寒方 舟子 之 争 一切 都 是 浮云 此事 过后 方舟子 得 名 韩寒 得 利   不 过 就 我 个人 来 看 我 还是 支持 韩寒 率直 的 文字 犀利 的 笔锋   方舟子 说 韩寒 找 人 代笔 韩寒 拿 出 手稿 回应 然后 方舟子 以 手稿 干净 为由 说是 誊写 不 是 原稿 那 么 请问 方舟子 是 不 是 所有 的 作 家 在 写作 之后 就 不 会 把 原稿 誊写 一下 呢   哗众取宠 而 已,0
  韩寒方 舟子 之 争   方舟子 提出 质疑 是 所有 作 家 都 无法 自证 的   按 他 的 逻辑 所有 作 家 都 无法 证明 那些 作品 是 他 自己 写 的   方舟子 真 的 有 够 恶心,-1
  韩寒方 舟子 之 争 真 好笑   跟着 方舟子 像 狗 一样 叫嚣 无理取闹 的 还 少 吗   你们 骂 韩迷 没 素质 那 你 怎 么 不 扭头 看看 你们 那些 素质 低劣 的 人 他们 的 脏话 就 像 从 粪池 里 刚 出 来 的 一样 散发 着 让 人 作 呕 的 味道   那些 起哄 的 把 新 仇旧仇 一并 拉 了 出 来 满 口 脏话 逮 到 机会 瞎 扯 蛋 能 让 哪 一个 韩迷 冷静,-1
  韩寒方 舟子 之 争 没有 人 愤怒 并 不 代表 这个 社会 不 需要 愤怒 韩寒 只是 敢于 批判 社会 敢于 说 真话 代表 了 我们 对 这个 社会 的 愤怒 即使 他 真 的 是 代笔 这 份 批判 社会 勇气 也 是 可嘉 的 我们 依然 会 喜欢 他 的 文   方 舟子 也 许另有目 的 他 扯蛋 的 很,0
  韩寒方 舟子 之 争 方舟子 疯狗 是 你 家 亲戚,-1
  韩寒方 舟子 之 争 方舟子 你 就 是 一 楼 楼长,-1
  韩寒方 舟子 之 争 事实 是 方舟子 的 转基因 宣传 虚假 得 是 如此 明显 连 他 的 坚定 支持者 熊蕾 司马南 都 不 肯 相信,-1
  韩寒方 舟子 之 争 怎 么 争 韩寒 和 方舟子 的 名声 也 臭 了,-1
  韩寒方 舟子 之 争 方舟子 就 是 这个 邪恶 社会 结 出 的 怪胎   满 世界 的 假货 工商局 不 管 假 文凭 教育局 不 管 假 职称 人事局 不 管 假 新闻 报道 宣传部 不 管 毒 大米 毒 奶粉 地 沟 油 假药 假疫苗 食品 卫生 部门 不 管 弄 一个 既 不 专业 又 无 权威 私欲 膨胀 的 方舟子 打假 可笑 不   政府部门 雇佣 五毛 颠倒黑白 制造 假 民意 方舟子 为何 不 打,-1
  韩寒方 舟子 之 争 方舟子 挺 无聊 的,-1
  韩寒方 舟子 之 争 我 个人 观点 方舟子 就 一心 里 极度 变态 扭曲 嫉妒 他人 的 一 猥 琐男   这 从 他 的 相貌 和 他 的 声音 就 能 判断 了   可 现在 他 却 成 了 英雄 一 般 各位 可 好好 思考 原因,-1
  韩寒方 舟子 之 争 支持 韩寒 韩 寒 写 的 书 我 很 喜欢 说 他 抄袭   方子舟 你 又 写什 么 让 我 喜欢 的 了   韩寒 是 一个 勤奋 上进 个性 孝顺活 的 真实 的 平凡 青年 只 不 过 把 他 放在 很 高 的 一个 平台 上 所以 有 的 人 嫉妒 有 的 人 仰慕 那 又 怎 么 了   我 觉得 写 的 出 好 书 的 作 家 内心 一样 纯净,1
  韩寒方 舟子 之 争 方舟子 有 文化 的 流氓 真 可怕 支持 韩寒,-1
  韩寒方 舟子 之 争 果断 挺 韩寒   方舟子 扯什 么 淡,-1
  韩寒方 舟子 之 争 说 起 方舟子 的 为人 大 家 都 应该 知道 是 个 不 错 的 的 人   韩寒 我 不 认识 但是 根据 韩寒 的 脸型 来 看 并 不 是 什 么 善良 的 人 后 了 我 才 知道 韩寒 继而 又 从 韩寒 的 文史 水平 写作 能力 方面 打假 论证 韩寒 曾 接受 代笔 都 是 真 的 他 的 写作 能力 还 不 如 我 所以 我 支持 方舟子 但是 我 又 疑惑,0
  韩寒方 舟子 之 争 方舟子 方 死 人 一 個 至 死方休 你 方錯 了 人 就 應該 道歉 為人者 應 以 道尊之 在 西方 是 不 是 狗屁 就 道理 這 是 中國 你 有 本事 就 一個諾 貝爾 看看 蓄勢子 不 是 方舟子 需 柿子 不 是 方舟子 聖經 看 多 了 還 以 為 你 是 諾 亞方 舟麼 方舟子 可笑 可笑 須 柿子 可悲 可悲 一 架 方舟 已 壞,-1
  韩寒方 舟子 之 争 方粥子 变 疯狗 了,-1
  韩寒方 舟子 之 争 方舟子 是 个 蹩脚 的 文学 改编 爱好者,-1
  em e689 em 韩寒方 舟子 之 争 如果 韩寒败 了 臭 了 那 么 中国 的 文学 创作者 们 都 可以 歇 笔 了 手稿 也 能 造假 身边 的 人 都 是 伪证 你们 还 敢 写 下去 么   你 方 舟子 活 像 一 只 疯狗 不 敢 上 法庭 因为 你 没 证据 你 没 证据 就 一直 主观 论断 强词夺理 欲加之罪何患无辞 白痴 都 看得出 来 你 在 抱 私怨 没理 还 非 要 说 出 理 来,-1
  韩寒方 舟子 之 争 方舟舟 您 又 忘 了 吃 药 您 是 不 是 准备 说 完 韩寒 再 去 和 胡xx 搅基,-1
  韩寒方 舟子 之 争 一 看 方舟子 就 恶心,-1
  韩寒方 舟子 之 争 一个 有 正常 思维 的 人 都 明白 他 是 被 包装 打造 出 来 的 所谓 形象 代言人   一个 智商 平庸 能力 底下 的 人 却 受到 如此 的 吹捧 这 是 社会 的 悲哀   把 一个 既 愚蠢 又 无知 的 人 推向 公众 该 谴责 的 是 那些 粉饰 他 的 人 是 因为 他们 的 无能 而 导致   如果 你 果真 是 人士 就 应该 自己 面对 社会 而 不 应 如此 愚弄 大众,-1
  韩寒方 舟子 之 争 方舟子 就 一 傻 B   韩寒人 缘 这 么 好 有什 么 可以 质疑 的 只有 强奸 不 成 反 被 操 的 份   好好 的 不要 总 想 去 挑战 权威 建议 你 韩寒 换 成 郭敬明   那样 你 又 能 做 回 好人 了,-1
  韩寒方 舟子 之 争 方舟子 真 无聊 没事除 了 说 别人 假学 历假 作品 就 没 干 些 好事   不 管 别人 是 真 是 假 别人 有 本事 混 到 现在 的 社会 位置 你 有什 么 呢   只有 靠 名人 上位,-1
  韩寒方 舟子 之 争 方舟子 就 脑残 今天 搞 韩寒 有 种 去 搞 郭敬明   手稿 不 能 做 证据   难道方 舟子 写 的 日记 也 改动 N多   又 不 是 公式 演算,-1
  韩寒方 舟子 之 争 你们 谅解 哈 方舟子 有 毛病,-1
  韩寒方 舟子 之 争   说 起 来 方舟子 和 麦田 这 两 个 人 我 更 恶心 麦田   方舟子 好歹 是 定 目标 一直 冲 虽 有 很多 无理取闹 之 处 但 也 表现 出 他 的 倔强 与 固执   而 这个 麦田 出尔反尔 觉得 闹 不 过 韩寒 了 就 道歉 发现 方舟子 这个 强有力 靠山 就 又 出 来 质疑   方舟子 若是 美国 人 麦田 整个 就 是 日本 人   各位 童鞋 你 更 恶心 谁,0
  韩寒方 舟子 之 争 方 是 在 神经病 医院 甲钴 胺片 吃 多 了,-1
  韩寒方 舟子 之 争 韩粉 果然 病句 连连呵呵,-1
  韩寒方 舟子 之 争 为什 么 外界 一直 评论 韩寒 叛逆 不 羁 呢   现在 我们 回过 头 来 看 他 当年 的 视频 资料 一次次 的 拒绝 谈论 写作 话题 一次次 的 语无伦次 一次次 的 支支吾吾 一次次 的 脸红 害羞 全都 指向 一个 点 那 就是 作品 不 是 出自 自己 之 手   有 人 代笔 一直 是 他 背 在 身上 最 重 的 包袱,-1
  韩寒方 舟子 之 争 如果 韩寒败 了 臭 了 那 么 中国 的 文学 创作者 们 都 可以 歇 笔 了 手稿 也 能 造假 身边 的 人 都 是 伪证 你们 还 敢 写 下去 么   你 方 舟子 活 像 一 只 疯狗 不 敢 上 法庭 因为 你 没 证据 你 没 证据 就 一直 主观 论断 强词夺理 欲加之罪何患无辞 白痴 都 看得出 来 你 在 抱 私怨 没理 还 非 要 说 出 理 来 社会 的 肿瘤,-1
  韩寒方 舟子 之 争 一 场 无聊 的 闹剧,-1
  韩寒方 舟子 之 争 方舟子 是 想 让 自己 更加 出名 吗,-1
  韩寒方 舟子 之 争 方舟子 就 是 在 耍 无赖,-1
  韩寒方 舟子 之 争 韩寒 是 个 骗子 2月 都 过 完 了 也 没 见 真正 的 起诉 结果 看 来 这 厮心虚 起诉 不 过 是 装装 样子 罢了 可惜 方舟子 不 是 吓 大 的 根本 不 理会 韩寒骗子 起诉 一 事 只好 不了了之 了,-1
  韩寒方 舟子 之 争 方舟子 就 是 一神经病 纯碎 的 臆想 狂 愿 他 早日 康复 吧...,-1
  韩寒方 舟子 之 争 韩寒 一个 80 后 的 赛车手 竟 被 称为 著名 作 家 且 不 说 他 有 没 有 做 假 敢 问 哪 里 来 的 思想 哪 里 来 的 经历   我 在 他 身上 看到 的 是 虚荣 是 浮躁 谈吐 没有 思想 没有 深度 怎 能 让 人 相信 是 一个 真正 的 作 家,-1
  韩寒方 舟子 之 争   方舟子 你 真 能 扯,-1
  韩寒方 舟子 之 争 一 只 专咬 名人 的 狗 搅 屎 棍,-1
  韩寒方 舟子 之 争 什 么 都 不 说 了 昂   冷静   大道 理别 放 这 说 方秃子 屎 着 呢,-1
  韩寒方 舟子 之 争 方舟子 就 跟 个 得 狂犬似 的 乱 咬 韩 寒,-1
  韩寒方 舟子 之 争 方舟子 你 是 老 民残 弱 而 不 知 文老 而 不 时新 人 腐 而 不 知众 滩漓 深泽欲弄人   无 花 知 老果 骗人 人途 是非,-1
  韩寒方 舟子 之 争 方舟子 就 是 一 泼 皮 脸皮 可以 媲美 铜墙铁壁 刀枪不入 得 泼硫酸,-1
  韩寒方 舟子 之 争 个人 觉得 方舟子 这样 的 人数 与 心理 变态 见不得人 过 得 好 谁 好 就 找 谁 的 麻烦,-1
  韩寒方 舟子 之 争 韩寒真 他 妈 是 个 傻逼 怎 么 看怎 么 恶心,-1
  韩寒方 舟子 之 争   无 语方 舟子 傻 逼  ,-1
  韩寒方 舟子 之 争 以前 觉得 方舟子 是 好人 现在 才 知道 他 是 个 小人,-1
  韩寒方 舟子 之 争 方舟子 没事找事,-1
  韩寒方 舟子 之 争 方舟子 不务正业 吃 饱 了 就是 找 茬 一 段 时间 没有 他 了   想 提高 知名度 就 出 来 诬陷人 家   国 家 培养 你 这 么 些 年 自己 的 业务 不 好好 研究   这种 人 算什 么 东西,-1
  韩寒方 舟子 之 争 再 一 次 表示 坚决 挺 韩寒   清者 自清 浊者 自浊 方舟子 不 过 是 哗众取丑   该 打 的 假 不 打 不 该 打 的 瞎打 纯粹 是 没事找事型 的,-1
  韩寒方 舟子 之 争 看 韩寒 好像 是 应该 长 得 帅 有 才华 的 的 一个 人   但是 现在 从 韩寒 的 脸型 可以 看出 他 不 是 什 么 善良 的 人 那段 视频 中 的 韩寒 好像 是 在 跟 我们 讲 冷笑话   方 舟子 则 不同 了 那视 频长 的 他 坚定 严谨 严肃 地 对待 这 件 事 所以 我 支持 你 方 舟子 但是 大多数 的 人 还是 支持 韩寒 法院 可能 让 韩寒 起诉 不 公平,1
  韩寒方 舟子 之 争   肘子 只 知道 咬人 貌似 大义凛然 却 是 实实在在 的 炒作 写 好 攻击点 然后 有 选择 的 去 找 所谓 的 证据 就 像 明明 眼前 站 着 一个 人 他 却 不 承认 怎 么 都 不 承认 非 要 让 韩寒 像 让 子弹 飞 里 的 六子 才 好 肘子 贱 人,-1
  韩寒方 舟子 之 争   四 个 字   没事闲 的   方舟子   有 空 回 家 带 孩子 去   估计 能 学会 点 你 不 会 的,-1
  韩寒方 舟子 之 争 挺 韩寒 方 舟子 只是 闲得 慌 中国 有 句 话 嫉妒 心害 死 人,-1
  韩寒方 舟子 之 争 方舟子 是 属 疯狗 的 逮 谁 咬 谁 借 着 韩寒 想 出 名 还 真是 疯 了,-1
  韩寒方 舟子 之 争 韩寒敢 说,1
  韩寒方 舟子 之 争 韩寒虚伪 得 好 似 一 颗 毒瘤 若 不 及时 切除 后患无穷   所 幸 的 是 这 次 遭方 舟子 拍 砖 只好 现 起 阿Q精神,-1
  韩寒方 舟子 之 争 方舟子 有意思 吗   我 看 他 现在 只 不 过 是 抹 不 下 面子 而已 大 家 理解 理解 其余 的 人 只是 想 炒作 罢了 挺 韩寒,-1
  韩寒方 舟子 之 争 方舟子 可笑 可笑 須 柿子 可悲 可悲 一 架 方舟 已 壞 ---- 破阵子 可 修 可 修 美 美子 害 羞害羞 几 量 汗牛 完好 一 —— 小子 开 飞机 刚 过 悬崖,-1
  韩寒方 舟子 之 争 鄙视方 舟子 他 是 美国 人养 的 一 条 疯狗 一下 咬 这个 一下 咬 那个 当年 x xx 雇人 用 铁锤 把 他 砸 死 就 好 了 现在 这样 半 脑瘫 不 脑瘫 的 给 社会 添麻烦   鄙视方 舟子   鄙视方 舟子   鄙视方 舟子,-1
  韩寒方 舟子 之 争 真理 往往 掌握 在 少数 人 手中 但 少数 人 必须 服从 多数 人 何况 这 根本 就 是 谬论 纯属 无稽之谈   方 一个 2B 中年   SB 一个,-1
  韩寒方 舟子 之 争 方舟子 没事 惹事  ,-1
  韩寒方 舟子 之 争 方 肘子 火 了   更 出名 了   无耻,-1
  韩寒方 舟子 之 争 方舟子 就是 闲 的   蛋   疼,-1
  韩寒方 舟子 之 争 方舟子 跟本 就 是 无济之谈 那 么 喜欢 质疑 别人 又 拿 不 出 证据 浪费 别人 时间   韩寒有 和 他 理论 的 功夫 说 不 定 又 写 出 一 本 大销 的 书 来 呢   是 实胜 于 雄辩,-1
  韩寒方 舟子 之 争 我 觉得 方舟子 就是 太极端 了 这种 人 最 假 太 叫 人 讨厌 了,-1
  韩寒方 舟子 之 争 方舟子 闲 得 没事 干 有 病   韩寒 支持 你 到底  ,-1
  呲牙 呲牙 韩寒方 舟子 之 争 呵呵 好笑 真 好笑   呲牙,-1
  韩寒方 舟子 之 争 方舟子   不 过 是 哗众取宠   不 管 韩寒 是 否 造假 但 就 为 其 作文 宗旨 是 我们 必须 要 支持 的,-1
  方舟子 就 是 个 大 傻逼 韩寒方 舟子 之 争,-1
  奖状 植 入 广告 唉 希望 我 以后 得 的 奖状 不 要 植入 广告,0
  奖状 植 入 广告 广告 从 娃娃 抓起,0
  奖状 植 入 广告 其实 也 没 啥 以前 用 的 各种 东西 还 不 都 是 某某 企业 赞助什 么 的 广告 无处 不 在 一点 惊讶 没有   得意,1
  奖状 植 入 广告   吓   惊讶   发呆 油菜   疑问,0
  奖状 植 入 广告   给 个 奖状 就 行   白眼,-1
  奖状 植 入 广告 商家 真是 无孔不入 但是 要 适可而止,-1
  奖状 植 入 广告 不 应该 的 这样 影响 的 是 一代人 的 思想,-1
  奖状 植 入 广告   又 一个 新 的 媒介,0
  奖状 植 入 广告 这 想 钱 想 疯 了 干 吗 不 植入 杰士邦,-1
  奖状 植 入 广告   擦 汗 现在 都 这样 又 能 怎 么 样 社会 风气 越 来 越 不 如 以前 了 真 担心 将 来 的 后代,-1
  奖状 植 入 广告 真特 么 有 头脑,1
  奖状 植 入 广告   该怎 么 说 那,0
  奖状 植 入 广告 校长 很 由 商业 头脑,1
  奖状 植 入 广告 没 话 说 了,-1
  奖状 植 入 广告 商人 真 的 商 不 起 这 还 是 奖状 吗   奖状什 么 时候 这 么 不 值钱 了,-1
  奖状 植 入 广告 就 这样 一个 学校 校长 和 全体 主管 教师 都 是 娘胎 里头 埋 了 臭 铜钱 的 种 了,-1
  奖状 植 入 广告 嗨 在 我们 学校 这 TM 太 正常 了   石家庄 第二 外国语 学校 的 顶起,1
  奖状 植 入 广告 你 随便 说 几 句 话 不 知道 就 植 入 多少 广告,0
  奖状 植 入 广告 教育 本身 是 一 种 事业 在 中国 变成 一 种 产业,-1
  奖状 植 入 广告 国人 很 会 做 生意,1
  奖状 植 入 广告 ╭ ∩╮ ︶︿︶ ╭∩ ╮ 鄙视 你 -_-   ||| 真 的 伤 不 起,-1
  奖状 植 入 广告 广告 已经 无孔不入 了,-1
  奖状 植 入 广告 改日 小孩子 额门头 也 植 入 广告,-1
  奖状 植 入 广告 表示 中国 教育 很 扯 淡,-1
  奖状 植 入 广告 让 小学生 了 解 社会 状况 未尝不可 新人 报到,0
  奖状 植 入 广告   广告 无懈可击,1
  奖状 植 入 广告 认为 学校 做 的 不错 的 人 也 太恶 搞 了,-1
  奖状 植 入 广告 我 没 看到 奖状,0
  奖状 植 入 广告 这 社会 无处 没 广告  ,-1
  奖状 植 入 广告 都 是 有 才 人,0
  奖状 植 入 广告   忽悠人 的,-1
  奖状 植 入 广告 校长 是 人才,1
  奖状 植 入 广告   省 经费   省 给 你 自己   以前 我们 初中 别人 赞助 了 3万 可 学校 只 用 了 几千 块   其余 的 哪 去 了   跑 校长 兜里 了,-1
  奖状 植 入 广告 中央 电视台 包括 各 大 媒体 谁 没有 播过 坑 爹 的 广告,-1
  奖状 植 入 广告 为 了 印章 这 是 一个 神奇 的 国度 还有 什 么 不 可能 的 呢,0
  奖状 植 入 广告   现在 没有 不 商 的 空间 了,0
  奖状 植 入 广告   植 入 广告 比 水 渗透 得 还 快  ,-1
  奖状 植 入 广告 你 妹 的 你 咋 不 在 骨灰盒 上 植入 广告 亲戚 朋友 都 去 好 去 瞻仰 你 家 的 广告 植入,-1
  奖状 植 入 广告 学 赚 广告费 从 娃娃 抓起,0
  奖状 植 入 广告 不 要 脸 要 从 娃娃 抓起,-1
  奖状 植 入 广告 广告 无处 不 在 这 是 市场经济 的 一 种 普遍 现象 很 正常   但 我 要 说 的 是 你 植入 的 广告 最 好 艺术点 还有 是 植 入 的 广告 不 要 喧宾夺主,1
  奖状 植 入 广告 满天飞 的 广告 就 不 能 留点 静土,-1
  奖状 植 入 广告 恩恩   不 觉得 有什 么 大 不了的   不 错 不 错,1
  奖状 植 入 广告 虽然 没什 么 大 影响 但是 看 着 总 有 点 不 舒服,-1
  奖状 植 入 广告 我 回过 头 去 看 自己 成长 的 道路 一 天 一 天 地 观望 我 站 在 路边 上 双手 插 在 风衣 的 兜里 看到 无数 的 人群 从 我 身边 面无表情 地 走过 偶尔 有 人 停下 来 对 我 微笑 灿 若 桃花   我 知道 这些 停留 下 来 的 人 终究会 成为 我 生命 中 的 温暖 看到 他们 我 会 想起 不 离 不 弃,0
  奖状 植 入 广告   太 给 力 了,1
  奖状 植 入 广告 广告 直接 做到 你 家 了,0
  奖状 植 入 广告   没有 什 么 稀奇 的   我们 这 幼儿园 老是 还 给 小孩 发 广告 呢,0
  奖状 植 入 广告   只有 想 不 到 没有 做 不 到,0
  奖状 植 入 广告 节省 经费   笑话 那 么 多 年 那 么 多 人 都 上 过 学 为 了 几 毛 钱 一 张 的 奖状 都 要 节省   学校 的 领导 智商 真 高 能 有 这样 的 措辞   佩服   流泪,-1
  奖状 植 入 广告 现在 这 世界 怎 么 了 什 么 都 能 弄   连 广告 都 弄 到 学校 里   这 以后 还 怎 么 办   师傅 人性 都 将 掩埋 在 商业 里   人性 何在,-1
  奖状 植 入 广告 呃   可以 换 个 形式 广告 做 在 奖状 上 不 妥,-1
  奖状 植 入 广告 无孔不入,-1
  奖状 植 入 广告 真 的   伤 不 起   呀 呀   有 木 有   有 木 有,-1
  奖状 植 入 广告 上 不 起 的 广告,0
  奖状 植 入 广告 狠   给 力,0
  奖状 植 入 广告 社会 是 个 很 神奇 的 东西 你 也 许见 多 了 会 慢慢 的 了解 的,1
  奖状 植 入 广告 支持   节约 经费,1
  奖状 植 入 广告 作业 上 全 是 广告,-1
  奖状 植 入 广告 无孔不入 ..........   流泪,-1
  奖状 植 入 广告 请 保护 幼小 孩子 那 一 片 心灵 净土   书包 和 本子 背后 是 否 还有 其他,0
  奖状 植 入 广告 What   kind   of   education   is   this   Stop   it,-1
  擦 汗 奖状 植 入 广告   真是 植入 广告 从 娃娃 抓起 ..,0
  奖状 植 入 广告 无 语 我 曾经 在 优尼卡 上 过 的,-1
  奖状 植 入 广告   广告 广 而 告知 这 是 本质,0
  奖状 植 入 广告   -. 一 张 奖状 才 多少 钱   这 也 要 这 么 玩   擦 汗,-1
  奖状 植 入 广告 这 也 可以 的,1
  奖状 植 入 广告 奖状 覆盖面 太 窄 作业 本 封皮 校服 老师 工作服 等 效果 更 好,-1
  奖状 植 入 广告 我 要是 获 到 这样 的 奖状   我 会 立刻 回 家   将 它 压 至 箱底   再 也 不 看 了   伤 不 起,-1
  奖状 植 入 广告   其实 人民币 也 是 毛 爷爷 给 代 言 的   这 是 为 了 孩纸 们 但 不 能 说 没有 弊处,0
  奖状 植 入 广告 把 你 妹 也 植入 广告,-1
  奖状 植 入 广告 很 好 只要 学校 领导别 把 钱 都 装 到 自己 的 腰包 就 行,1
  奖状 植 入 广告 额 现在 人 太 有 空 了,-1
  奖状 植 入 广告 现在 不 拿 孩子 当 回 事儿 将 来 他们 也 不 拿 你 回事儿,0
  奖状 植 入 广告 从小 培养 经济 头脑 不 错   呲牙,1
  奖状 植 入 广告 商机 投资者 看到 了 商机,0
  奖状 植 入 广告,0
  奖状 植 入 广告 这 也 行,0
  奖状 植 入 广告 那 家 单位 是 公 家的不应该 但 不 是 公 家 的 私人 企业 可以 做 广告,-1
  奖状 植 入 广告 好 惨,-1
  奖状 植 入 广告   内容 健康 适合 的 广告 植入 而且 提供 赞助 的···   此举 体现 合作 多 赢 各得其所   无可厚非,1
  奖状 植 入 广告 春晚 三十 年 影响 还 是 有 的   我 要是 学生 就 再 也 不 做 三好 学生 了,0
  奖状 植 入 广告 广告 在 哪,0
  奖状 植 入 广告 学生 商 的 起,0
  奖状 植 入 广告 学校 做 得 不 错 可以 节约 经费,1
  奖状 植 入 广告 被 逼 无奈 呀   河南 的 教育 实在 落后 政府 也不给力 呀,-1
  奖状 植 入 广告 今天 出门 坐 公交 的 时候 就 看到 坐 在 我 旁边 的 一 男子 用 的 这种 卡   我 当时 还 笑 了   哈哈   真是,0
  奖状 植 入 广告 广告   真 的 很 广,0
  奖状 植 入 广告 很 好 很 强大,1
  奖状 植 入 广告 我 去 学校 也 太 损 了   难道 这 是 和 商业 的 完美 结合,-1
  奖状 植 入 广告 无 语,-1
  奖状 植 入 广告   很 好 广告 为什 么 不 可以 植入,1
  奖状 植 入 广告 正常 有 本事 你 也 去 赞助 没 本事 别 吵,0
  奖状 植 入 广告 只 能 说 这 社会,-1
  奖状 植 入 广告 我 很 无 语 好像 是 街 边 那些 骗子 骗 钱,-1
  奖状 植 入 广告   无孔不入 学校 收 的 好处 也 不少,-1
  奖状 植 入 广告 节约 用 纸,0
  奖状 植 入 广告 让 孩子 们 早 点 认识 社会 也 很 好 的 嘛 当然 广告 内容 要 考虑 的,0
  奖状 植 入 广告 真 无 语,-1
  奖状 植 入 广告 好 难看 这样 的 奖状 虽然 奖状 没有 好看 的,-1
  假 和尚 搂 女子 这 两 个 和尚 兄弟 太 不 像话 了   差劲,-1
  假 和尚 搂 女子 现在 的 庙都 商业化 了 少 林 上市 小庙 好多 都 被 人 承包 掉 了   这个 世界 肿 么 这 么 疯狂,-1
  假 和尚 搂 女子 解决 生理 不 值得 在 网上   谈   作者 无聊   找 块 棉花 撞 死 了 事   让 网络 安静 一会,-1
  假 和尚 搂 女子 太 给 力 了 呀 酷,-1
  假 和尚 搂 女子 这 年头 还 有什 么 是 真 的,-1
  假 和尚 搂 女子   TNN 这 社会什 么 都 可能 发生 难过,-1
  假 和尚 搂 女子 弱 鄙视,-1
  假 和尚 搂 女子 呵呵 太 好玩 了,1
  假 和尚 搂 女子 有 那个 傻得 和尚 吗 穿 着 衣服 这 么 明显 还 带 美女 去 开房,-1
  假 和尚 搂 女子 疯狂 的 社会   哈哈哈哈哈哈哈哈哈哈 和 好,-1
  假 和尚 搂 女子 是 人才 还是 人 渣   还有 那 俩 是 女人   还是 贱人 光天化日 的 招摇过市 它们 想 干 嘛   混蛋 东西 吐 发怒,-1
  假 和尚 搂 女子 奇人,1
  假 和尚 搂 女子 太 不 是 人 了 现在 和尚 们 真 有 本事 糊弄 人,-1
  假 和尚 搂 女子 挺 好玩 的,1
  假 和尚 搂 女子 呵呵 这个 社会 越 来 越 先进 了 啥 创意 都 有,-1
  假 和尚 搂 女子 玛德   不 要 脸 的 太 多 了   唉,-1
  假 和尚 搂 女子 tmd 和尚 也 是 男人 是 男人 就 会 有 需要   你们 以为 自己 比 他们 好   虚伪,-1
  假 和尚 搂 女子 有 个性,1
  假 和尚 搂 女子 和 尚   哥 也 知道 你 寂寞   可是 你 太鸡巴 猖狂 了   好好 呢 当什 么 鸡巴 和尚 嘛   简直 就 是 做事 不 鸡 巴 达 草稿,-1
  假 和尚 搂 女子 唉 这 世道 和尚 是 假 的 胸 是 假 的 奶粉 也 是 假 的   难怪 杜甫 突然 变 忙 了   抠 鼻,-1
  假 和尚 搂 女子   装 和 尚求 关注   他们 出名 了 臭名远扬,-1
  假 和尚 搂 女子 假冒 和尚   真 是 林子 大 了 什 么 鸟 都 有 好玩 还是 借 此 出名   真 是 无耻,-1
  假 和尚 搂 女子 不 法 之 徒 伤风败俗   咒骂 差劲,-1
  假 和尚 搂 女子 太 有 才 了,1
  假 和尚 搂 女子 和尚 无 修行 俩 女子 更 无赖 还 不 如 引诱 唐长老 的 众女妖 人 家 是 为 了 加快 成仙 的 途径 好 从善 可 她们 却 是 为 了 出彩 而 亵渎 宗教   呜 呜 ...   都 是 祖宗 无 积德,-1
  假 和尚 搂 女子 连 日 来 在 微博 中 一直 热传 两 名 和尚 搂 着 女人 逛 街 开房 的 照片   昨日 下午 这 两 名 因 搂 女人 逛 街 而 在 微博 上 迅速 蹿红 的 假 和尚 在 法源寺 拍照 时 被 寺 内 僧众 认出 并 报警   目前 这 对 和尚 兄弟 已 交 由 警方 处理   唉 这 算什 么 事 有 病   如此 玷污 佛教 也 不怕 有 报应,-1
  假 和尚 搂 女子 我 擦 怎 么 恶 搞 这个 和尚 真 悲催,-1
  假 和尚 搂 女子 哇 好 有 才   哈哈,1
  假 和尚 搂 女子   装 犊子   显富   就 你们 这样 的 不 他们 罚 你 么 到 吐血   才 怪,-1
  假 和尚 搂 女子 如今 骗子 太 多 什 么 样 的 都 有 佛门 净土 也 被 这些 败类 玷污 了 可 恨   发怒,-1
  假 和尚 搂 女子 绝对 的 炒作 想 出 名想 疯 了 一 群 疯子,-1
  假 和尚 搂 女子 坑蒙拐骗 的 和尚 该 善 掉,-1
  假 和尚 搂 女子   悲哀,-1
  假 和尚 搂 女子 太 猖狂,-1
  假 和尚 搂 女子 这种 人 死 后 一定 下油 锅,-1
  假 和尚 搂 女子 这些 人 脑子 被 驴 踢 了,-1
  假 和尚 搂 女子 是 骗子 就 要 处理 关键 这个 事件 影响 恶劣 使 人们 对 佛教 的 教义 产生 怀疑 和 排斥 太 过分 了,-1
  假 和尚 搂 女子   我 喜欢 济公 这样 的 颠和尚 鲁智深 这样 的 花 和尚   佛 如果 真是 为 普度众生 而 存在 的 那 么 为什 么 要 让 善男信女 们 对 他 敬畏 呢   而 应该 是 对 佛 感觉 亲切 和 爱戴 的   有 多少 所谓 的 真 和 尚 在 故弄玄虚 欺蒙 着 善男信女 们 的 虔诚 和 香火 钱 呢,0
  假 和尚 搂 女子   气死 人 了 和尚,-1
  假 和尚 搂 女子 两 假 和尚 搂 女子 逛 街 被 警察 抓获     也 许 那 句 没 文化 真 可怕 用 在 他 俩 身上 再 恰当 不 过 了,-1
  假 和尚 搂 女子 这 人 太色 了,-1
  假 和尚 搂 女子 六 根 未 净   哈哈哈,-1
  假 和尚 搂 女子   哈哈   这 假 和尚 太 牛 啦   现在 这个 社会 的 和尚 不 像 以前 不 喝 酒 不 吃 肉   现在 的 和尚吃喝 嫖赌 样样 俱全,-1
  假 和尚 搂 女子 不 专业 衰,-1
